State,City,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),Count of non-reported behaviours,Count of non-reported outcomes,Non-trad Chronic,Lbl: Poor Hosp Rating 1SD
TX,MCALLEN,Proprietary,1,1,1,1,1,1,88,99,99,99,71,74,100,100,100,100,100,0,1,1,TRUE
IN,SULLIVAN,State/County,1,1,1,1,1,1,78,94,100,99,77,77,98,98,99,100,94,0,1,1,TRUE
FL,OCALA,Proprietary,1,1,0,0,0,1,90,91,100,91,58,65,89,99,96,90,100,0,0,1,TRUE
AR,PARIS,State/County,1,1,0,0,0,1,84,84,91,97,75,81,87,92,100,100,95,0,1,1,TRUE
AR,CLARKSVILLE,State/County,1,1,0,0,0,1,88,69,87,53,66,83,97,95,99,95,53,0,1,1,TRUE
IA,DUBUQUE,Private,1,1,1,1,1,1,97,98,99,100,87,89,96,99,100,99,99,0,0,0,TRUE
SC,FLORENCE,State/County,1,1,1,0,1,1,91,71,100,99,69,67,82,98,86,94,99,0,0,0,TRUE
IA,NEWTON,Local,1,1,1,1,1,1,93,98,100,100,80,93,96,99,97,100,100,0,0,1,TRUE
AR,WYNNE,State/County,1,1,1,1,1,1,84,97,100,100,43,29,100,100,100,95,100,1,1,1,TRUE
IN,SOUTH BEND,Private,1,1,1,1,1,1,100,82,91,22,35,22,41,95,95,92,96,0,1,1,TRUE
NY,BRONX,Private,1,1,1,1,1,1,79,97,97,90,82,69,91,94,99,85,81,0,1,1,TRUE
FL,WEST PALM BEACH,Proprietary,1,1,1,1,1,1,98,100,100,100,71,88,94,100,100,95,100,3,1,1,TRUE
FL,PALM BEACH GARDENS,Proprietary,1,1,1,1,1,1,97,82,100,95,82,44,81,83,92,87,90,0,1,1,TRUE
WA,PROSSER,Local,1,1,1,1,1,1,74,94,100,99,81,82,100,94,99,99,98,0,0,1,TRUE
TX,ATLANTA,Proprietary,1,1,1,1,1,1,93,95,100,100,89,97,98,99,100,100,98,0,1,1,TRUE
IL,HARRISBURG,Other,1,1,1,1,1,1,72,69,100,100,74,81,94,99,100,100,100,0,1,1,TRUE
FL,MIAMI GARDENS,Proprietary,1,1,1,1,1,1,88,96,100,100,50,50,88,99,99,97,100,0,1,1,TRUE
ID,PRESTON,State/County,1,1,1,1,1,1,97,91,100,100,75,74,100,100,99,100,100,0,0,1,TRUE
NV,NORTH LAS VEGAS,Proprietary,1,1,1,1,1,1,99,99,100,100,87,98,97,100,100,100,100,0,1,1,TRUE
OH,ATHENS,Private,1,1,1,1,1,1,89,91,99,99,74,75,94,95,99,96,100,0,0,0,TRUE
TX,FRIENDSWOOD,Proprietary,1,1,1,1,1,1,81,99,100,99,67,97,99,100,100,98,98,0,1,1,TRUE
IL,FRANKFORT,Proprietary,1,1,1,0,1,1,97,100,100,100,73,83,100,100,100,95,100,1,7,1,TRUE
PA,HANOVER,Proprietary,1,1,1,1,1,1,88,67,98,100,87,90,100,100,100,100,98,0,0,1,TRUE
VA,CHRISTIANSBURG,Proprietary,1,1,1,1,1,1,92,93,100,98,100,88,100,99,100,100,99,0,1,1,TRUE
CA,N HOLLYWOOD,Proprietary,1,1,1,1,1,1,97,98,100,97,93,93,100,100,100,100,99,0,1,1,TRUE
IN,JEFFERSONVILLE,Proprietary,1,1,1,1,1,1,75,82,91,97,65,68,93,98,98,92,98,0,1,1,TRUE
AL,TROY,Local,1,1,1,1,0,1,98,99,98,100,70,70,99,100,100,100,100,0,0,1,TRUE
OH,COLUMBUS,Proprietary,1,1,1,1,0,1,80,97,98,92,84,82,98,99,96,98,99,0,1,1,TRUE
OH,TORONTO,Proprietary,1,1,1,1,1,1,98,100,100,100,60,71,99,100,100,99,100,0,0,0,TRUE
TX,SNYDER,State/County,1,1,0,1,0,1,92,98,100,100,79,78,91,100,100,99,98,0,0,1,TRUE
FL,FORT MYERS,Private,1,1,1,1,1,1,93,98,100,100,85,79,96,100,99,99,100,0,1,1,TRUE
MA,MARLBOROUGH,Proprietary,1,1,1,1,1,1,94,96,98,96,97,98,94,92,100,100,100,1,2,1,TRUE
RI,PROVIDENCE,Private,1,1,1,1,1,1,95,99,100,100,87,93,94,99,99,98,99,0,0,0,TRUE
IA,MONTICELLO,Proprietary,1,1,1,1,1,1,90,99,100,99,86,87,99,98,100,100,100,0,0,0,TRUE
AR,MURFREESBORO,State/County,1,1,0,0,1,1,96,60,100,98,64,44,94,100,100,100,96,1,3,1,TRUE
OK,ENID,Religious Affiliations,1,1,1,1,0,1,94,100,100,99,89,92,100,99,100,100,99,0,0,0,TRUE
MI,WARREN,Proprietary,1,1,1,1,1,1,82,99,100,100,85,96,100,100,100,100,100,0,1,1,TRUE
CA,PASADENA,Proprietary,1,1,1,1,1,1,93,98,99,100,72,70,100,100,100,100,99,0,0,1,TRUE
GA,STONE MOUNTAIN,Private,1,1,1,1,1,1,86,93,96,95,48,56,92,98,98,93,97,0,1,1,TRUE
AZ,BISBEE,Other,1,1,1,0,1,1,86,94,100,85,81,72,100,99,96,86,95,0,1,1,TRUE
CA,SAN JOSE,Proprietary,1,1,1,1,1,1,94,98,100,98,77,77,94,100,100,100,100,1,1,1,TRUE
IL,OAK BROOK,Proprietary,1,1,1,1,1,1,97,97,100,100,83,64,99,100,100,100,100,0,1,1,TRUE
SD,SISSETON,Private,1,1,1,1,1,1,84,100,100,100,81,85,100,100,100,100,100,0,0,1,TRUE
CA,EL MONTE,Proprietary,1,1,1,1,1,1,92,87,100,100,91,83,95,99,96,82,95,0,1,1,TRUE
TX,LOCKNEY,Other,1,1,1,1,0,1,86,96,99,99,85,81,96,99,100,100,100,0,1,1,TRUE
AL,OZARK,Other,1,1,0,0,1,1,98,96,100,100,76,78,82,100,87,85,99,0,1,1,TRUE
TN,COVINGTON,Other,1,1,0,0,1,1,89,96,100,100,70,76,97,100,100,96,100,0,0,0,TRUE
TX,COLLEGE STATION,Proprietary,1,1,1,1,0,1,85,98,99,99,54,49,99,97,100,99,98,0,1,1,TRUE
IL,LINCOLN,State/County,1,1,1,1,0,1,99,100,100,100,82,90,98,100,99,97,100,0,0,1,TRUE
MI,BERKLEY,Proprietary,1,1,1,1,1,1,91,94,100,100,56,71,96,100,98,95,100,0,0,0,TRUE
KS,SALINA,Local,1,1,1,1,0,1,91,98,100,100,78,93,100,99,100,100,100,0,1,1,TRUE
TX,SAN ANGELO,Proprietary,1,1,1,1,0,1,89,96,100,99,66,44,99,100,100,100,97,0,1,1,TRUE
FL,JACKSONVILLE,Proprietary,1,1,1,1,1,1,87,91,100,96,13,17,94,100,100,95,96,2,2,1,TRUE
LA,TALLULAH,Proprietary,1,1,1,1,0,1,93,88,100,98,64,72,100,100,100,100,99,0,1,1,TRUE
PA,SCRANTON,Proprietary,1,1,1,1,1,1,97,97,100,97,80,83,96,100,100,99,100,0,0,0,TRUE
FL,TAMPA,Proprietary,1,1,1,1,1,1,98,100,100,98,100,92,94,100,100,88,100,1,1,1,TRUE
CA,CANOGA PARK,Proprietary,1,0,0,0,1,1,89,99,100,100,95,99,100,100,100,100,100,0,2,1,TRUE
AR,BATESVILLE,State/County,1,1,0,0,1,1,85,92,100,100,81,96,100,96,100,95,100,1,2,1,TRUE
CA,SIMI VALLEY,Proprietary,1,1,1,1,1,1,100,100,99,100,71,83,94,100,100,95,100,4,7,1,TRUE
TX,WESLACO,Proprietary,1,1,1,1,1,1,81,100,100,99,71,90,99,99,100,99,94,0,1,1,TRUE
CA,MONTCLAIR,Proprietary,1,1,1,1,1,1,100,95,100,100,86,79,83,100,98,95,100,1,1,1,TRUE
KS,COFFEYVILLE,Local,1,1,1,1,0,1,96,95,100,88,80,84,95,97,99,98,96,0,0,0,TRUE
OH,WEST CHESTER,Proprietary,1,1,1,1,1,1,87,71,99,95,27,21,97,100,97,97,97,0,1,1,TRUE
IA,WATERLOO,Private,1,1,1,1,1,1,90,80,90,99,69,77,90,98,90,100,99,0,1,1,TRUE
MT,BILLINGS,Local,1,1,1,1,1,1,84,96,100,91,92,93,98,99,100,99,100,0,0,0,TRUE
OK,HUGO,Proprietary,1,1,1,1,1,1,90,92,99,81,59,61,90,95,97,74,98,0,1,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,90,97,98,97,73,66,96,99,100,98,96,0,1,1,TRUE
CA,INGLEWOOD,Proprietary,1,1,1,1,1,1,86,100,100,98,71,52,94,100,100,100,100,2,1,1,TRUE
NH,BERLIN,Local,1,1,1,1,0,1,50,88,99,94,71,81,87,96,96,86,89,0,1,1,TRUE
FL,HIALEAH,Proprietary,1,1,1,1,1,1,94,83,100,99,88,100,100,91,98,100,99,0,1,1,TRUE
IL,ROCKFORD,Proprietary,1,1,1,1,1,1,99,99,100,100,81,83,96,99,100,100,100,0,1,1,TRUE
OK,PONCA CITY,Proprietary,1,1,1,1,0,0,91,95,100,99,56,53,100,100,100,99,100,0,1,1,TRUE
OH,REYNOLDSBURG,Proprietary,1,1,1,1,1,1,94,99,99,100,55,64,99,98,100,100,97,0,1,1,TRUE
IA,OSKALOOSA,State/County,1,1,1,1,0,1,85,43,97,54,60,58,95,91,98,92,67,0,1,1,TRUE
TN,GALLATIN,Private,1,1,1,1,1,1,93,98,97,100,80,80,99,100,100,100,100,0,0,0,TRUE
NC,ELIZABETHTOWN,Local,1,1,0,1,1,1,90,68,98,98,81,73,75,100,96,94,89,0,1,1,TRUE
FL,MIAMI,Proprietary,1,1,1,1,1,1,100,100,100,100,100,98,100,100,100,95,100,1,1,1,TRUE
TX,PARIS,Proprietary,1,1,1,1,1,1,87,91,100,97,92,97,98,100,100,97,99,0,1,1,TRUE
AR,BERRYVILLE,State/County,1,1,0,0,0,1,95,100,100,99,63,94,100,100,100,100,100,0,2,1,TRUE
OH,FREMONT,Local,1,1,1,1,0,1,91,100,95,95,78,77,94,98,100,100,95,1,1,1,TRUE
MA,SHREWSBURY,Proprietary,1,1,1,1,1,1,91,95,83,91,65,56,92,92,96,88,94,0,0,0,TRUE
CA,CALABASAS,Proprietary,1,1,1,1,1,1,95,95,99,100,99,100,96,100,100,99,99,0,0,1,TRUE
AZ,FORT MOHAVE,Proprietary,1,1,0,0,1,1,94,97,100,98,28,43,98,100,99,100,98,0,0,0,TRUE
MA,WORCESTER,Proprietary,1,1,1,1,1,1,89,97,100,100,85,90,98,100,100,100,100,0,0,0,TRUE
GA,CONYERS,Proprietary,1,1,1,1,1,1,83,93,98,95,69,82,94,98,97,95,98,1,1,1,TRUE
TX,HUMBLE,Proprietary,1,1,1,1,1,1,86,100,100,100,100,100,100,100,100,100,100,0,7,1,TRUE
MN,PRIOR LAKE,Proprietary,1,1,1,1,1,1,96,99,100,100,74,90,99,99,100,96,97,0,1,1,TRUE
MA,WORCESTER,Proprietary,1,1,1,1,1,1,43,86,100,93,31,32,100,98,99,95,84,1,1,1,TRUE
DC,WASHINGTON,Proprietary,1,1,1,0,1,1,98,99,100,100,77,71,100,99,100,100,99,0,0,1,TRUE
PR,LARES,Religious Affiliations,1,1,1,1,1,1,97,92,100,99,8,15,98,100,99,99,99,0,0,1,TRUE
IN,WABASH,State/County,1,1,1,1,1,1,78,98,100,100,62,43,98,100,99,97,100,0,0,0,TRUE
NE,OMAHA,Proprietary,1,1,1,1,1,1,87,62,94,88,66,61,76,99,94,62,97,0,0,1,TRUE
KS,KANSAS CITY,Proprietary,1,1,1,1,1,1,95,99,100,99,96,92,100,100,100,100,99,0,0,0,TRUE
MI,SOUTHFIELD,Proprietary,1,1,1,1,1,1,83,98,100,100,89,56,100,100,100,95,100,1,1,1,TRUE
OH,CADIZ,Other,1,1,0,0,0,1,92,99,100,100,11,17,100,99,100,100,100,0,0,1,TRUE
OK,OKLAHOMA CITY,Proprietary,1,1,1,1,1,1,93,100,100,93,90,67,94,93,100,95,86,2,7,1,TRUE
VA,SPRINGFIELD,Proprietary,1,1,1,0,1,1,99,100,100,100,67,82,94,100,100,100,100,1,1,1,TRUE
LA,AMITE,Proprietary,1,1,1,1,1,1,97,86,100,99,82,89,97,99,99,96,100,0,1,1,TRUE
OH,CINCINNATI,Local,1,1,1,1,1,1,82,92,100,100,82,92,97,100,100,95,100,1,1,1,TRUE
FL,MIAMI,Proprietary,1,1,1,1,1,1,100,99,100,100,10,11,100,100,100,97,100,0,0,1,TRUE
FL,MIAMI,Proprietary,1,1,1,1,1,1,100,100,100,100,45,58,100,100,100,95,100,1,2,1,TRUE
FL,EUSTIS,Proprietary,1,1,1,1,1,1,86,94,100,95,40,27,96,98,98,95,100,1,1,1,TRUE
TN,PARIS,State/County,1,1,1,1,1,1,95,91,100,100,64,73,85,100,97,80,100,0,0,1,TRUE
OH,ZANESVILLE,Proprietary,1,1,1,1,1,1,87,81,99,86,58,69,85,91,87,91,93,0,1,1,TRUE
IN,INDIANAPOLIS,Proprietary,1,1,1,1,1,1,95,98,99,100,93,90,99,98,99,98,100,0,0,0,TRUE
FL,MIAMI,Proprietary,1,1,1,1,1,1,100,98,100,99,6,4,91,99,100,100,99,0,1,1,TRUE
IL,FAIRFIELD,Private,1,1,1,1,0,1,98,98,100,99,82,77,98,100,94,100,99,0,0,1,TRUE
MI,SOUTHFIELD,Proprietary,1,1,1,1,1,1,80,98,100,98,75,70,94,98,100,95,100,2,2,1,TRUE
IL,OAK LAWN,Proprietary,1,1,1,1,1,1,96,99,100,100,88,81,100,100,100,95,99,1,1,1,TRUE
IL,MOKENA,Proprietary,1,1,1,1,1,1,89,82,96,99,59,54,97,90,98,99,100,0,1,1,TRUE
MI,CANTON,Proprietary,1,1,1,1,1,1,83,96,100,96,42,51,94,98,98,95,96,2,1,1,TRUE
AL,MOBILE,Proprietary,1,1,1,1,1,1,96,98,100,100,70,71,100,100,100,100,100,0,0,0,TRUE
FL,TAMPA,Proprietary,1,1,1,1,1,1,92,90,100,100,71,65,68,99,95,59,99,0,0,1,TRUE
AL,ANNISTON,Proprietary,1,1,1,1,1,1,94,85,100,98,82,89,72,100,89,86,100,0,0,0,TRUE
AR,CROSSETT,Other,1,1,1,1,1,1,93,76,100,97,67,74,76,99,87,78,100,0,1,1,TRUE
NJ,BAYONNE,Other,1,1,1,1,1,1,95,99,100,100,68,63,99,100,100,100,100,0,0,0,TRUE
PA,PHILA,Proprietary,1,1,1,1,1,1,96,93,100,100,97,100,90,100,100,95,100,1,7,1,TRUE
AR,LEWISVILLE,State/County,1,1,0,0,0,1,96,96,97,94,80,86,100,96,100,100,100,0,1,1,TRUE
AZ,CHANDLER,Proprietary,1,1,1,1,1,1,87,88,97,95,53,65,54,98,93,73,99,0,1,1,TRUE
WV,MORGANTOWN,Proprietary,1,1,1,1,1,1,76,71,97,90,68,61,79,94,91,75,97,0,0,1,TRUE
TX,TOMBALL,Proprietary,1,1,1,1,1,1,98,86,100,100,83,87,100,100,100,100,100,0,1,1,TRUE
TX,SUGAR LAND,Proprietary,1,1,1,1,1,1,99,100,100,98,98,97,96,100,98,90,100,0,1,1,TRUE
TX,EL PASO,Proprietary,1,1,1,1,1,1,76,96,100,99,97,100,100,100,100,100,97,0,1,1,TRUE
TX,NACOGDOCHES,Proprietary,1,1,1,1,1,0,98,97,99,99,75,70,100,100,99,99,99,0,0,1,TRUE
CA,OROVILLE,Private,1,1,1,1,1,1,83,92,99,98,68,71,96,99,97,94,99,0,0,0,TRUE
CA,EL MONTE,Proprietary,1,1,1,1,1,1,97,99,100,100,70,79,100,100,100,100,100,0,1,1,TRUE
IN,ANGOLA,Private,1,1,1,1,1,1,94,77,93,98,63,71,78,100,92,82,99,0,0,1,TRUE
MO,INDEPENDENCE,Proprietary,1,1,1,1,1,1,87,99,100,99,82,86,99,100,99,100,100,0,1,1,TRUE
KY,MANCHESTER,Private,1,1,1,0,0,1,97,98,100,100,49,36,100,99,100,100,99,0,0,0,TRUE
FL,POMPANO BEACH,Proprietary,1,1,1,1,1,1,97,99,99,100,75,73,96,100,99,93,100,0,0,1,TRUE
FL,TAMPA,Proprietary,1,1,1,1,1,1,95,81,100,97,86,87,95,96,97,91,90,0,1,1,TRUE
CA,BURBANK,Proprietary,1,1,1,1,1,1,77,93,94,83,76,78,93,78,98,97,74,0,0,1,TRUE
AL,MOULTON,Proprietary,1,1,1,1,1,1,96,90,91,99,68,69,90,98,96,97,100,0,0,0,TRUE
CA,LODI,Private,1,1,1,1,1,1,88,97,98,98,73,69,98,98,100,100,99,0,0,0,TRUE
OH,ELYRIA,Proprietary,1,1,1,1,1,1,82,82,99,98,75,78,86,97,92,98,98,0,0,0,TRUE
FL,OAKLAND PARK,Proprietary,1,1,1,1,1,1,99,100,100,100,76,89,100,99,100,95,100,1,1,1,TRUE
LA,LEESVILLE,Proprietary,1,1,1,1,0,1,91,90,79,96,64,60,98,100,100,99,98,0,0,0,TRUE
CA,LOS ANGELES,Proprietary,1,1,1,1,1,1,90,97,100,100,79,65,99,100,99,99,100,0,1,1,TRUE
TX,PEARLAND,Proprietary,1,1,1,1,1,1,81,97,100,100,74,87,100,100,100,100,100,0,1,1,TRUE
OH,CLEVELAND,Other,1,1,1,1,1,1,96,88,100,100,73,69,100,100,100,100,97,0,1,1,TRUE
MN,CROSBY,Local,1,1,1,1,1,1,97,98,100,99,78,90,98,96,99,99,97,0,0,0,TRUE
OK,EDMOND,Proprietary,1,1,1,1,1,1,90,97,100,97,41,71,96,100,98,95,99,0,1,1,TRUE
CA,VAN NUYS,Proprietary,1,1,1,1,1,1,99,88,99,99,18,13,74,100,100,97,97,0,1,1,TRUE
PA,CARBONDALE,Proprietary,1,1,1,1,1,1,94,100,100,100,61,64,100,100,99,100,99,0,1,1,TRUE
FL,SUNRISE,Proprietary,1,1,1,1,1,1,71,97,100,100,32,38,94,100,100,95,100,2,7,1,TRUE
TX,LAKE JACKSON,Proprietary,1,1,1,1,1,1,91,94,99,89,66,60,92,99,98,95,97,0,0,0,TRUE
CA,LONG BEACH,Proprietary,1,1,1,1,1,1,96,97,100,96,80,82,97,100,100,100,99,0,1,1,TRUE
TX,WASKOM,Proprietary,1,1,1,0,0,1,98,100,100,78,96,93,94,100,98,98,98,1,7,1,TRUE
KY,MARION,Religious Affiliations,1,1,1,1,0,1,84,30,100,100,51,48,82,99,97,86,94,0,0,1,TRUE
CA,NEWHALL,Proprietary,1,1,1,1,1,1,95,99,100,100,91,97,94,100,100,100,100,1,1,1,TRUE
VA,RICHMOND,Proprietary,1,1,1,1,1,1,85,88,96,97,71,72,91,99,96,88,99,0,0,0,TRUE
NE,NORTH PLATTE,Other,1,1,1,1,1,1,97,100,100,100,79,83,99,99,100,100,100,0,0,0,TRUE
OH,WHEELERSBURG,Proprietary,1,1,1,1,0,1,95,97,99,100,79,74,100,100,100,100,100,0,2,1,TRUE
KY,COLUMBIA,Proprietary,1,1,1,1,0,1,98,88,100,98,36,54,91,98,97,99,96,0,1,1,TRUE
KS,KINGMAN,Private,1,1,1,1,0,1,96,97,100,100,73,85,97,98,100,100,96,0,0,1,TRUE
MN,BAXTER,Proprietary,1,1,1,0,0,1,86,95,98,94,61,57,97,90,100,99,91,0,0,1,TRUE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,96,100,100,98,12,7,100,100,100,95,98,1,1,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,87,100,100,96,90,53,96,98,100,95,100,1,4,1,TRUE
TX,AUSTIN,Proprietary,1,1,1,1,1,1,92,97,98,97,88,91,85,100,86,95,94,1,1,1,TRUE
SC,BLUFFTON,Private,1,1,1,1,1,1,69,63,76,11,62,60,94,78,93,95,49,2,2,1,TRUE
TX,TEMPLE,Proprietary,1,1,1,1,1,1,92,98,100,100,67,91,98,100,99,99,99,0,0,0,TRUE
AL,REFORM,Proprietary,1,1,1,1,0,1,93,93,95,99,79,81,97,99,100,99,100,0,0,0,TRUE
CA,SACRAMENTO,Other,1,1,1,1,1,1,92,79,95,96,74,77,84,98,95,91,99,0,0,1,TRUE
WY,CODY,State/County,1,1,1,1,0,1,96,74,99,97,73,84,81,97,93,85,99,0,0,1,TRUE
NC,KENANSVILLE,Private,1,1,1,1,1,1,91,90,100,99,66,68,95,99,99,99,97,0,1,1,TRUE
AR,DANVILLE,Private,1,1,1,1,1,1,96,98,99,98,67,58,98,100,100,100,99,0,0,0,TRUE
MN,ROCHESTER,Proprietary,1,1,1,1,0,1,93,84,99,94,67,65,92,84,92,90,99,0,1,1,TRUE
NV,HENDERSON,Proprietary,1,1,1,1,1,1,82,83,97,94,32,39,75,98,89,75,99,0,1,1,TRUE
KY,HARDINSBURG,Other,1,1,1,1,0,1,96,97,85,99,84,85,97,99,87,98,99,0,0,1,TRUE
LA,WEST MONROE,Proprietary,1,1,1,0,0,1,91,40,100,67,42,35,79,97,86,59,97,0,1,1,TRUE
KY,ASHLAND,Proprietary,1,1,1,1,1,1,95,90,66,99,81,87,93,100,98,98,100,0,0,0,TRUE
MN,ROCHESTER,Proprietary,1,1,1,1,0,1,99,100,99,100,76,95,100,100,100,100,100,0,0,1,TRUE
CA,GLENDALE,Proprietary,1,1,1,1,1,1,93,98,100,100,94,99,99,98,100,99,100,0,0,0,TRUE
TX,LAREDO,Proprietary,1,1,1,1,1,1,99,100,100,100,39,29,100,100,100,100,100,0,1,1,TRUE
FL,MIAMI,Proprietary,1,1,1,1,1,1,100,95,100,100,54,30,100,100,100,100,99,0,1,1,TRUE
DC,WASHINGTON,Proprietary,1,1,1,0,1,1,86,79,97,94,85,82,81,97,98,86,86,0,1,1,TRUE
LA,NEW ORLEANS,Proprietary,1,1,1,1,1,1,88,98,97,100,53,64,100,100,100,99,98,0,1,1,TRUE
IA,CARROLL,Religious Affiliations,1,1,1,1,1,1,99,97,99,100,83,89,90,99,98,95,94,1,0,1,TRUE
FL,BUSHNELL,Proprietary,1,1,1,1,1,1,97,92,100,100,53,58,84,100,99,98,100,0,1,1,TRUE
CA,WESTLAKE VILLAGE,Proprietary,1,1,1,1,1,1,98,100,99,100,100,7,100,100,100,100,100,0,1,1,TRUE
IL,ADDISON,Proprietary,1,1,1,1,1,1,81,96,100,95,63,68,100,98,100,100,100,0,1,1,TRUE
CT,WEST HARTFORD,Proprietary,1,1,1,1,1,1,88,84,97,96,68,63,92,95,98,84,90,0,1,1,TRUE
CA,MONTEREY PARK,Proprietary,1,1,1,1,1,0,95,91,100,100,71,91,94,100,98,95,100,4,1,1,TRUE
PA,YOUNGWOOD,Proprietary,1,1,1,1,1,1,99,100,100,100,90,90,100,100,100,100,100,0,1,1,TRUE
KY,SOMERSET,Proprietary,1,1,1,1,0,1,91,67,99,96,58,62,90,98,95,94,94,0,0,0,TRUE
CA,CHATSWORTH,Proprietary,1,1,1,1,1,1,94,94,100,94,71,78,94,100,100,100,86,2,7,1,TRUE
OH,COLUMBUS,Proprietary,1,1,1,1,1,1,89,97,100,97,85,82,100,100,100,100,100,0,7,1,TRUE
TN,MEMPHIS,Private,1,1,1,1,1,1,98,98,100,100,89,90,100,100,100,100,99,0,1,1,TRUE
KS,OVERLAND PARK,Proprietary,1,1,1,1,1,1,98,85,99,98,47,47,97,99,99,98,99,0,2,1,TRUE
CO,BURLINGTON,State/County,1,1,0,0,0,1,93,87,100,100,81,70,94,100,100,95,100,2,2,1,TRUE
TX,AZLE,Proprietary,1,1,1,1,1,1,95,95,100,100,65,88,100,100,100,95,99,1,1,1,TRUE
FL,MIAMI SPRINGS,Proprietary,1,1,1,0,0,1,96,99,100,100,1,0,100,100,100,100,99,0,1,1,TRUE
FL,HOLLYWOOD,Proprietary,1,1,1,1,1,1,86,96,100,99,81,77,100,98,100,98,99,0,1,1,TRUE
OK,TULSA,Proprietary,1,1,1,1,1,1,88,88,97,74,4,8,100,94,100,100,95,0,1,1,TRUE
KS,GIRARD,Other,1,1,0,0,0,1,98,99,100,100,90,96,94,99,98,95,100,3,1,1,TRUE
FL,MELBOURNE,Proprietary,1,1,1,1,1,1,82,93,100,92,81,77,92,99,96,88,98,0,1,1,TRUE
KY,MIDDLESBORO,Private,1,1,1,1,1,1,99,95,99,100,77,78,99,99,100,99,100,0,0,0,TRUE
MO,MEMPHIS,State/County,1,1,1,1,0,1,86,89,100,98,71,75,94,100,96,96,96,1,1,1,TRUE
KS,HIAWATHA,Local,1,1,1,1,1,1,92,64,96,52,87,88,64,97,86,69,99,0,1,1,TRUE
WV,WHEELING,Proprietary,1,1,0,1,1,1,89,83,99,100,82,91,69,95,83,85,100,0,0,1,TRUE
CA,BURBANK,Proprietary,1,1,1,1,1,1,91,99,100,99,78,72,100,100,100,100,98,0,0,1,TRUE
IN,EVANSVILLE,Other,1,1,1,1,1,1,90,95,100,95,78,83,87,99,98,90,99,0,0,0,TRUE
IL,MCHENRY,Proprietary,1,1,0,0,0,1,83,98,100,97,86,76,100,99,100,99,100,0,1,1,TRUE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,86,97,100,100,43,46,100,99,100,100,98,0,1,1,TRUE
OH,CANTON,Proprietary,1,1,1,1,1,1,91,99,99,100,92,92,95,100,99,100,100,0,1,1,TRUE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,96,100,100,97,68,83,99,100,100,100,100,0,1,1,TRUE
IA,GLENWOOD,State/County,1,1,1,1,0,1,98,91,100,97,87,91,96,98,100,100,100,0,1,1,TRUE
TX,LAREDO,Proprietary,1,1,1,1,1,1,90,94,98,100,47,39,100,100,100,100,98,0,1,1,TRUE
PA,ERIE,Other,1,1,1,1,1,1,94,92,92,99,76,67,95,95,98,96,99,0,0,0,TRUE
MS,WAYNESBORO,Local,1,1,1,1,0,1,96,99,100,100,68,72,100,100,97,100,100,0,0,1,TRUE
TX,DALLAS,Proprietary,1,1,1,1,1,1,86,97,100,100,92,92,97,100,100,100,97,0,1,1,TRUE
IL,SKOKIE,Proprietary,1,1,1,1,1,1,100,98,100,100,80,85,83,98,96,95,95,1,1,1,TRUE
FL,BOCA RATON,Proprietary,1,1,1,1,1,1,92,89,100,97,69,50,80,99,86,71,99,0,1,1,TRUE
MS,DIBERVILLE,Proprietary,1,1,1,1,1,1,96,97,100,99,81,84,99,99,100,99,100,0,0,0,TRUE
TX,VICTORIA,State/County,1,1,1,1,1,1,98,99,100,100,87,90,100,100,100,100,100,0,0,1,TRUE
CA,LOS ANGELES,Proprietary,1,1,1,1,1,1,96,98,100,100,92,67,98,98,100,99,100,0,0,0,TRUE
AL,EVERGREEN,Proprietary,1,1,0,0,0,1,91,99,100,100,84,93,99,100,100,100,99,0,1,1,TRUE
WV,CHAPMANVILLE,Private,1,1,1,1,1,1,76,80,99,99,65,75,97,97,100,100,99,0,1,1,TRUE
AL,BREWTON,Proprietary,1,1,1,1,1,1,94,82,99,97,84,79,93,99,95,84,98,0,0,0,TRUE
ID,CHUBBUCK,Proprietary,1,1,1,1,1,1,94,93,100,100,82,81,95,99,99,97,100,0,0,0,TRUE
MD,BALTIMORE,Proprietary,1,1,1,1,1,1,84,91,99,97,71,69,85,99,95,85,100,0,0,0,TRUE
IL,WESTCHESTER,Other,1,1,1,1,1,1,98,97,91,95,78,82,68,98,91,76,100,0,0,0,TRUE
AR,NEWPORT,Proprietary,1,1,1,1,1,1,94,100,100,100,97,99,100,100,100,100,100,0,0,1,TRUE
